country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
FRATNP,2012,2,short,3,10,12,6,1,0,1,2,2,2,3,7,13,9,28,43,69,167,390,1136,6226,3369,11160,7860,22922,.,.
FRATNP,2012,2,short,3,11,0,4,2,3,1,3,4,5,5,10,24,55,90,148,206,388,861,1814,5295,3648,8139,6547,13813,.,.
FRATNP,2012,2,short,3,12,6,0,1,1,1,5,1,11,20,42,107,157,207,291,351,500,849,1636,4626,3341,6847,5682,11000,.,.
FRATNP,2012,2,short,3,13,0,0,1,1,0,1,1,2,6,5,8,12,19,36,64,136,267,536,1784,1176,2835,2258,4890,.,.
FRATNP,2012,2,short,3,14,0,0,0,0,1,2,8,10,5,5,10,12,21,41,65,133,316,793,2664,1816,4130,3368,6844,.,.
FRATNP,2012,2,short,3,15,2703,14,1,5,5,9,11,8,9,9,18,15,26,29,18,17,17,27,39,38,40,48,12,.,.
FRATNP,2012,2,short,3,16,83,46,22,29,89,125,111,119,132,178,250,268,291,307,348,504,935,1874,6532,4430,10162,8272,16899,.,.
FRATNP,2013,2,short,3,0,3271,157,83,79,150,210,256,360,586,974,1628,2525,3674,5023,6870,11083,18898,37837,118820,80957,180583,151074,302133,.,.
FRATNP,2013,2,short,3,1,27,9,3,2,6,3,6,12,13,24,29,41,55,79,128,224,421,955,2808,2001,4124,3491,6730,.,.
FRATNP,2013,2,short,3,2,21,26,31,21,26,34,69,142,258,481,896,1469,2229,2961,3882,5484,7364,10449,17543,15334,21147,20189,25094,.,.
FRATNP,2013,2,short,3,3,9,4,3,2,1,1,2,2,4,4,6,7,15,16,20,39,73,154,626,378,1030,802,1969,.,.
FRATNP,2013,2,short,3,4,91,13,4,7,5,7,7,6,17,18,42,62,88,161,227,459,829,1745,5775,3769,9048,7384,15899,.,.
FRATNP,2013,2,short,3,5,0,0,0,1,3,3,6,9,15,27,45,57,73,115,150,256,608,1700,8608,4922,14620,11372,28003,.,.
FRATNP,2013,2,short,3,6,154,24,9,11,10,18,14,19,26,38,55,109,133,195,316,619,1494,3797,12071,8787,17429,15514,25316,.,.
FRATNP,2013,2,short,3,7,39,8,1,2,8,11,19,12,38,64,110,158,247,411,649,1389,3083,7693,32648,19940,53378,42773,97063,.,.
FRATNP,2013,2,short,3,8,0,2,1,2,3,1,2,14,19,44,58,76,119,172,265,618,1342,3211,10449,7350,15502,13468,23881,.,.
FRATNP,2013,2,short,3,9,0,0,0,0,1,1,1,1,3,8,14,17,28,48,67,117,254,576,2330,1481,3715,3059,6417,.,.
FRATNP,2013,2,short,3,10,18,2,3,0,4,1,4,1,4,6,14,18,33,48,69,142,380,1037,5570,3028,9717,7238,19929,.,.
FRATNP,2013,2,short,3,11,3,2,0,2,4,4,4,6,4,14,23,51,86,138,201,409,843,1672,5011,3494,7486,6128,13082,.,.
FRATNP,2013,2,short,3,12,6,1,1,0,2,4,7,9,23,41,82,151,216,257,340,501,792,1661,4625,3352,6702,5717,10760,.,.
FRATNP,2013,2,short,3,13,0,1,1,1,2,3,1,2,4,10,10,12,27,37,72,109,270,584,1755,1156,2732,2255,4695,.,.
FRATNP,2013,2,short,3,14,0,0,1,1,1,1,5,10,9,9,9,12,17,36,73,143,286,739,2596,1751,3976,3377,6443,.,.
FRATNP,2013,2,short,3,15,2838,21,6,4,3,8,6,12,10,9,14,21,26,40,22,19,21,24,36,35,36,35,39,.,.
FRATNP,2013,2,short,3,16,64,43,20,24,72,110,100,103,141,178,220,264,283,309,386,555,837,1842,6369,4179,9942,8274,16812,.,.
FRATNP,2014,2,short,3,0,3156,145,72,72,145,191,271,336,584,965,1592,2466,3562,4948,6768,10470,18285,36095,113125,75769,171161,146199,282807,.,.
FRATNP,2014,2,short,3,1,39,8,2,1,5,3,6,4,11,19,31,35,51,82,126,211,379,831,2601,1866,3743,3405,5255,.,.
FRATNP,2014,2,short,3,2,30,25,27,23,21,41,84,119,286,501,882,1467,2196,2996,3887,5339,7327,10641,17359,15055,20938,20054,24890,.,.
FRATNP,2014,2,short,3,3,15,6,1,1,1,4,3,2,3,4,8,5,8,13,12,41,71,142,609,386,956,787,1712,.,.
FRATNP,2014,2,short,3,4,57,8,5,2,5,9,5,12,18,19,36,48,94,144,231,396,807,1590,5225,3321,8183,6511,15661,.,.
FRATNP,2014,2,short,3,5,0,0,0,1,2,1,5,9,19,22,47,61,74,102,121,212,553,1615,8485,4864,14110,11428,26105,.,.
FRATNP,2014,2,short,3,6,99,10,9,4,8,10,17,15,27,34,59,93,124,209,353,610,1448,3530,11238,7927,16380,14887,23060,.,.
FRATNP,2014,2,short,3,7,39,15,2,1,5,13,11,18,31,61,103,146,262,404,636,1240,2861,7188,31103,18529,50637,41637,90892,.,.
FRATNP,2014,2,short,3,8,3,2,3,2,2,4,4,7,13,39,54,87,110,154,262,555,1316,2957,10001,6903,14814,13003,22916,.,.
FRATNP,2014,2,short,3,9,6,0,0,0,0,1,1,2,5,6,14,16,29,44,72,126,221,549,2129,1321,3385,2870,5686,.,.
FRATNP,2014,2,short,3,10,18,3,0,1,1,1,2,4,5,6,9,18,24,44,62,121,322,885,4652,2433,8098,6188,16641,.,.
FRATNP,2014,2,short,3,11,9,1,1,1,2,5,6,6,7,14,24,48,81,128,212,402,749,1688,4836,3263,7279,6191,12144,.,.
FRATNP,2014,2,short,3,12,6,2,1,1,2,3,8,7,19,37,77,150,203,254,309,443,796,1508,4454,3042,6646,5726,10759,.,.
FRATNP,2014,2,short,3,13,0,0,1,2,1,0,3,5,3,5,12,9,17,32,54,102,265,515,1646,1141,2431,2077,4013,.,.
FRATNP,2014,2,short,3,14,0,0,0,0,0,1,8,8,11,4,9,15,17,37,67,145,326,745,2673,1768,4078,3499,6667,.,.
FRATNP,2014,2,short,3,15,2757,24,6,8,6,5,3,14,9,12,16,16,25,29,27,17,14,25,32,26,42,48,13,.,.
FRATNP,2014,2,short,3,16,78,42,15,26,84,89,106,103,116,180,214,250,248,276,336,510,830,1685,6084,3922,9441,7887,16393,.,.
FRATNP,2015,2,short,3,0,3280,142,69,79,166,216,250,342,551,931,1570,2484,3612,4969,6922,10805,18813,37491,121645,79187,185462,158446,292280,.,.
FRATNP,2015,2,short,3,1,45,8,1,2,3,7,4,10,7,16,20,43,55,66,116,189,411,879,2864,1944,4246,3775,6111,.,.
FRATNP,2015,2,short,3,2,18,28,27,26,31,47,66,135,257,486,852,1450,2204,3000,3936,5440,7395,10726,17735,15453,21165,20251,24780,.,.
FRATNP,2015,2,short,3,3,9,6,3,0,4,3,1,2,1,3,6,8,13,10,15,39,64,157,670,374,1113,901,1952,.,.
FRATNP,2015,2,short,3,4,69,8,4,4,5,9,7,12,19,21,37,64,94,145,236,440,809,1776,5854,3605,9235,7526,15992,.,.
FRATNP,2015,2,short,3,5,0,0,0,0,1,1,5,11,14,23,49,59,66,90,138,254,626,1822,9392,5136,15789,13100,26419,.,.
FRATNP,2015,2,short,3,6,133,18,3,5,6,16,13,19,26,38,67,87,135,194,359,682,1564,3623,12311,8315,18317,16299,26296,.,.
FRATNP,2015,2,short,3,7,60,4,5,3,7,10,12,19,31,59,93,164,231,416,658,1264,2907,7092,32282,18695,52703,43159,90442,.,.
FRATNP,2015,2,short,3,8,6,2,0,1,2,2,6,7,17,30,68,75,102,161,250,535,1199,3028,10037,6716,15029,13304,21847,.,.
FRATNP,2015,2,short,3,9,12,2,0,0,1,1,2,1,4,5,16,14,34,37,77,122,222,574,2211,1294,3589,3002,5911,.,.
FRATNP,2015,2,short,3,10,27,5,1,2,1,1,3,2,8,6,16,12,38,53,72,143,385,1115,6354,3337,10888,8571,20051,.,.
FRATNP,2015,2,short,3,11,18,2,1,1,5,5,6,4,4,14,29,54,98,162,214,417,863,1826,5792,3877,8671,7327,13984,.,.
FRATNP,2015,2,short,3,12,45,2,1,1,1,2,5,13,19,44,73,151,199,277,325,468,847,1623,4696,3159,7006,6248,10003,.,.
FRATNP,2015,2,short,3,13,0,2,1,1,1,0,4,2,4,7,13,21,27,40,69,126,228,545,1713,1122,2601,2153,4372,.,.
FRATNP,2015,2,short,3,14,6,2,0,0,1,2,3,5,8,9,11,12,23,31,67,133,331,768,2865,1792,4477,3906,6736,.,.
FRATNP,2015,2,short,3,15,2764,24,4,8,5,12,5,10,10,10,10,26,28,31,26,22,27,30,56,47,68,68,67,.,.
FRATNP,2015,2,short,3,16,66,33,18,25,92,98,107,89,124,161,212,245,263,257,366,529,934,1908,6815,4320,10565,8857,17319,.,.
FRATNP,2000,3,short,3,0,4598,250,127,159,485,696,730,922,1345,2188,3391,4718,6621,9521,14517,22408,36412,62919,152611,115851,223543,197929,326115,.,.
FRATNP,2000,3,short,3,1,168,16,2,4,4,5,18,49,88,84,79,84,119,174,263,445,747,1336,3161,2438,4556,4022,6694,.,.
FRATNP,2000,3,short,3,2,44,46,33,27,50,58,88,152,326,745,1465,2331,3490,4935,7010,9432,12256,16358,23262,21462,26737,25949,29893,.,.
FRATNP,2000,3,short,3,3,37,11,4,4,2,4,4,4,4,8,12,15,19,24,52,83,150,271,877,621,1372,1189,2104,.,.
FRATNP,2000,3,short,3,4,109,12,6,7,6,9,10,10,20,32,59,98,156,254,497,821,1444,2654,7287,5149,11414,9769,18003,.,.
FRATNP,2000,3,short,3,5,1,1,0,0,2,10,15,33,61,108,147,147,169,177,240,362,851,2118,8157,5401,13476,11513,21334,.,.
FRATNP,2000,3,short,3,6,176,22,11,11,23,23,21,33,46,65,92,111,143,256,452,879,1801,3199,6302,5461,7923,7610,9175,.,.
FRATNP,2000,3,short,3,7,96,8,3,6,13,18,25,43,92,212,352,564,824,1343,2384,4346,8166,16093,45470,32872,69777,60598,106536,.,.
FRATNP,2000,3,short,3,8,40,2,1,3,3,8,12,22,37,61,108,136,222,369,715,1496,3137,6207,15874,12435,22509,20684,29816,.,.
FRATNP,2000,3,short,3,9,0,1,0,0,1,3,3,9,15,28,51,69,117,197,319,583,1049,1856,5005,3798,7334,6460,10835,.,.
FRATNP,2000,3,short,3,10,31,5,0,1,2,3,4,6,7,17,26,38,59,103,182,398,912,2262,9288,5700,16213,13358,27643,.,.
FRATNP,2000,3,short,3,11,21,4,1,4,6,8,7,10,17,26,49,89,137,260,546,968,1594,2950,6506,5043,9327,8146,14059,.,.
FRATNP,2000,3,short,3,12,51,3,0,2,2,4,12,31,72,173,282,390,488,649,820,1024,1510,2433,6217,4617,9304,8207,13697,.,.
FRATNP,2000,3,short,3,13,4,2,1,0,2,2,1,3,7,5,12,17,29,46,89,187,432,896,2919,1999,4693,4069,7192,.,.
FRATNP,2000,3,short,3,14,16,0,0,0,0,2,5,9,7,11,14,21,38,72,141,266,539,1158,3156,2355,4700,4207,6676,.,.
FRATNP,2000,3,short,3,15,3632,26,12,11,10,11,10,12,10,13,14,19,22,21,18,29,27,54,74,65,92,87,110,.,.
FRATNP,2000,3,short,3,16,170,92,52,79,358,527,492,498,538,600,632,589,588,640,791,1090,1797,3076,9058,6436,14115,12060,22346,.,.
FRATNP,2001,3,short,3,0,4547,264,117,157,511,697,745,888,1360,2147,3420,4701,6565,9402,14019,21857,35522,60684,155692,116309,221442,194983,325325,.,.
FRATNP,2001,3,short,3,1,95,14,4,4,6,6,12,41,93,88,75,83,111,155,232,418,741,1217,3074,2377,4236,3811,5904,.,.
FRATNP,2001,3,short,3,2,38,43,31,31,45,62,87,146,308,689,1446,2297,3483,4899,6922,9498,12220,16256,23598,21626,26889,26238,29444,.,.
FRATNP,2001,3,short,3,3,31,9,2,4,2,3,1,2,8,9,10,15,19,33,45,75,154,267,894,599,1387,1169,2240,.,.
FRATNP,2001,3,short,3,4,103,13,6,7,7,10,12,10,21,38,69,108,156,262,468,816,1441,2603,7642,5235,11661,9740,19204,.,.
FRATNP,2001,3,short,3,5,0,1,1,1,3,10,16,33,65,93,150,172,187,183,218,374,814,1995,8732,5530,14078,11879,22713,.,.
FRATNP,2001,3,short,3,6,175,26,7,16,27,28,29,34,57,73,88,122,169,256,415,804,1825,3481,7021,6187,8412,8009,9994,.,.
FRATNP,2001,3,short,3,7,74,4,3,7,13,14,28,44,101,211,374,523,787,1317,2253,4177,7932,15184,46816,33173,69594,60334,105954,.,.
FRATNP,2001,3,short,3,8,21,1,1,2,4,8,12,17,35,68,104,146,214,359,696,1384,3004,5988,15992,12260,22223,20296,29788,.,.
FRATNP,2001,3,short,3,9,6,0,1,1,1,4,3,10,11,25,55,72,106,174,327,558,1004,1734,5231,3812,7600,6654,11312,.,.
FRATNP,2001,3,short,3,10,31,4,0,1,2,1,4,6,9,17,25,32,45,88,157,326,703,1723,8117,4894,13498,10818,24023,.,.
FRATNP,2001,3,short,3,11,17,6,2,2,4,7,8,11,15,26,51,76,130,253,467,897,1602,2610,6437,5022,8798,7600,13501,.,.
FRATNP,2001,3,short,3,12,60,1,1,4,4,3,9,26,73,187,298,415,480,639,807,1029,1485,2431,6495,4761,9389,8196,14071,.,.
FRATNP,2001,3,short,3,13,0,1,0,1,3,2,3,3,4,5,10,16,31,43,92,201,419,879,2947,1979,4564,3901,7166,.,.
FRATNP,2001,3,short,3,14,7,0,0,0,1,3,4,5,9,10,15,20,38,69,140,246,520,1185,3481,2486,5142,4393,8085,.,.
FRATNP,2001,3,short,3,15,3740,32,8,10,14,9,10,14,9,7,15,18,26,20,22,23,26,41,56,51,64,50,118,.,.
FRATNP,2001,3,short,3,16,149,106,50,68,375,527,508,485,543,603,634,588,583,653,759,1030,1633,3092,9160,6316,13908,11896,21808,.,.
FRATNP,2002,3,short,3,0,4175,237,126,138,444,684,735,854,1285,2108,3352,4768,6559,9152,13771,21361,35156,60311,160623,117916,222666,196237,324530,.,.
FRATNP,2002,3,short,3,1,98,12,3,2,6,7,16,31,78,97,83,84,111,152,243,411,732,1263,3184,2500,4178,3707,5994,.,.
FRATNP,2002,3,short,3,2,39,32,40,34,46,67,85,133,290,691,1446,2378,3447,4776,6886,9299,12250,16231,23841,21580,27125,26538,29390,.,.
FRATNP,2002,3,short,3,3,27,13,4,4,4,3,4,4,6,9,9,12,19,33,44,74,132,287,861,567,1289,1112,1974,.,.
FRATNP,2002,3,short,3,4,76,19,6,6,9,10,10,14,24,33,60,90,159,254,477,820,1475,2616,7920,5344,11662,9743,19057,.,.
FRATNP,2002,3,short,3,5,0,1,1,1,3,10,18,26,52,102,155,173,169,184,225,366,780,1990,9178,5790,14099,11915,22517,.,.
FRATNP,2002,3,short,3,6,171,24,12,14,20,29,27,35,46,65,94,117,160,265,431,852,1837,3579,7830,6715,9450,9072,10906,.,.
FRATNP,2002,3,short,3,7,80,9,3,5,13,19,29,43,104,203,349,533,798,1241,2163,3885,7619,14919,48236,33363,69843,60122,107308,.,.
FRATNP,2002,3,short,3,8,17,2,1,2,4,7,11,18,38,61,102,152,212,333,655,1367,2863,5570,15778,11895,21418,19621,28341,.,.
FRATNP,2002,3,short,3,9,3,0,0,0,1,4,4,8,12,23,49,65,117,179,286,546,965,1712,4972,3527,7072,6232,10309,.,.
FRATNP,2002,3,short,3,10,28,3,1,1,3,3,4,6,8,16,20,39,58,77,150,336,811,1892,9082,5441,14372,11610,25016,.,.
FRATNP,2002,3,short,3,11,29,4,1,2,5,5,9,10,15,26,43,81,132,237,434,871,1608,2664,6659,5096,8931,7775,13386,.,.
FRATNP,2002,3,short,3,12,52,5,2,0,2,3,8,20,80,168,298,401,502,631,767,1007,1442,2479,6533,4750,9123,8048,13267,.,.
FRATNP,2002,3,short,3,13,3,0,1,2,1,1,2,2,4,7,11,16,25,50,88,188,400,912,3031,2121,4352,3784,6543,.,.
FRATNP,2002,3,short,3,14,3,0,0,0,0,3,6,8,9,10,16,20,38,70,149,286,561,1155,3764,2637,5403,4787,7776,.,.
FRATNP,2002,3,short,3,15,3405,24,7,6,9,13,6,11,11,9,14,15,23,23,16,25,27,32,54,44,69,64,87,.,.
FRATNP,2002,3,short,3,16,145,88,44,59,316,498,495,482,510,587,603,592,588,646,756,1029,1654,3011,9700,6547,14281,12107,22659,.,.
FRATNP,2003,3,short,3,0,4106,243,110,138,397,632,655,851,1270,2007,3313,4812,6558,9153,13525,21224,35421,62628,170821,120848,234464,204748,348279,.,.
FRATNP,2003,3,short,3,1,95,18,3,4,6,9,10,31,71,96,84,83,109,152,249,412,801,1357,3616,2606,4903,4309,7177,.,.
FRATNP,2003,3,short,3,2,37,43,27,32,44,62,93,148,304,636,1417,2353,3441,4783,6625,9113,12236,16307,24082,21507,27362,26504,30649,.,.
FRATNP,2003,3,short,3,3,19,9,3,2,2,3,3,4,6,8,10,15,15,31,39,81,145,281,949,575,1425,1202,2279,.,.
FRATNP,2003,3,short,3,4,98,12,5,7,7,10,8,11,19,39,78,114,173,260,472,862,1594,3014,9900,6286,14503,11938,24330,.,.
FRATNP,2003,3,short,3,5,0,0,0,1,2,13,16,30,53,96,151,179,191,186,239,381,838,2065,10041,6053,15119,12563,24907,.,.
FRATNP,2003,3,short,3,6,143,18,13,12,20,27,31,33,53,68,98,129,167,250,471,894,1995,4133,9233,7698,11189,10632,13320,.,.
FRATNP,2003,3,short,3,7,88,11,4,6,10,12,24,51,90,196,338,536,805,1234,2063,3872,7361,15099,50307,33477,71740,61278,111813,.,.
FRATNP,2003,3,short,3,8,22,3,2,2,2,9,12,18,27,64,94,143,204,345,646,1340,2812,5809,16028,12035,21113,19343,27894,.,.
FRATNP,2003,3,short,3,9,4,0,0,1,2,1,6,8,14,23,42,59,108,173,285,517,886,1713,4922,3456,6789,5994,9835,.,.
FRATNP,2003,3,short,3,10,30,5,2,1,2,4,2,6,8,16,22,32,55,94,175,343,791,2074,9727,5523,15081,11990,26920,.,.
FRATNP,2003,3,short,3,11,16,4,1,1,4,6,5,10,14,22,44,87,136,251,452,885,1687,2853,7563,5378,10347,9023,15416,.,.
FRATNP,2003,3,short,3,12,14,6,2,2,3,3,10,22,67,155,287,422,501,626,808,1017,1492,2436,6756,4712,9359,8162,13941,.,.
FRATNP,2003,3,short,3,13,1,1,1,1,0,3,2,4,5,6,8,13,26,51,90,166,412,891,3083,1914,4572,3850,7336,.,.
FRATNP,2003,3,short,3,14,7,1,1,0,1,2,3,8,8,11,15,21,35,76,140,268,585,1286,3974,2696,5603,5055,7701,.,.
FRATNP,2003,3,short,3,15,3391,25,9,7,13,11,15,14,13,11,15,20,25,22,17,22,20,30,44,35,55,44,96,.,.
FRATNP,2003,3,short,3,16,140,86,37,59,278,458,414,453,517,561,611,606,566,622,757,1049,1767,3280,10596,6899,15305,12862,24664,.,.
FRATNP,2004,3,short,3,0,4038,210,94,120,382,593,608,783,1183,1921,3093,4591,6189,8701,12453,19630,32205,57467,150830,104683,203340,177422,300666,.,.
FRATNP,2004,3,short,3,1,85,17,3,1,5,5,11,25,63,95,84,79,101,129,208,357,636,1202,2916,2042,3912,3401,5829,.,.
FRATNP,2004,3,short,3,2,40,33,33,28,43,51,82,144,276,630,1334,2311,3352,4778,6349,8859,11781,16098,23507,21034,26320,25689,28689,.,.
FRATNP,2004,3,short,3,3,23,8,2,2,3,3,2,5,4,8,13,16,17,31,35,70,127,260,839,502,1223,1021,1981,.,.
FRATNP,2004,3,short,3,4,100,12,4,7,9,10,12,11,18,33,61,101,167,255,431,765,1332,2471,7355,4814,10246,8404,17163,.,.
FRATNP,2004,3,short,3,5,0,0,0,1,3,8,15,33,61,94,138,156,171,170,212,309,686,1693,8122,4463,12286,10233,19996,.,.
FRATNP,2004,3,short,3,6,168,19,5,10,19,29,23,32,48,65,84,108,146,236,391,767,1693,3724,8664,6828,10754,10167,12958,.,.
FRATNP,2004,3,short,3,7,69,10,5,5,9,15,20,38,93,174,310,499,699,1123,1898,3523,6716,14193,45577,29267,64135,54675,99660,.,.
FRATNP,2004,3,short,3,8,20,2,1,1,5,7,10,18,30,50,83,137,193,292,580,1155,2496,5092,14259,10028,19074,17016,26804,.,.
FRATNP,2004,3,short,3,9,9,0,0,1,2,3,3,6,13,23,38,66,97,154,247,459,861,1535,4357,2919,5992,5199,8971,.,.
FRATNP,2004,3,short,3,10,24,1,1,0,2,2,2,5,10,10,19,30,43,75,119,264,610,1571,7499,4077,11391,8916,20686,.,.
FRATNP,2004,3,short,3,11,10,3,1,3,4,5,7,5,12,23,45,72,132,216,397,811,1458,2535,6524,4759,8533,7267,13288,.,.
FRATNP,2004,3,short,3,12,56,4,2,3,2,5,9,18,54,143,252,372,457,557,706,924,1402,2338,6218,4288,8413,7514,11789,.,.
FRATNP,2004,3,short,3,13,1,0,0,2,2,1,2,4,4,8,9,12,23,40,84,143,349,733,2721,1637,3954,3326,6313,.,.
FRATNP,2004,3,short,3,14,10,0,0,0,2,2,4,7,8,9,11,24,38,62,118,254,533,1203,3612,2477,4904,4292,7204,.,.
FRATNP,2004,3,short,3,15,3298,30,7,8,11,12,13,12,13,12,13,16,22,21,19,19,29,34,53,47,59,53,79,.,.
FRATNP,2004,3,short,3,16,125,71,28,47,262,435,394,421,476,545,600,591,533,563,661,952,1497,2786,8607,5499,12143,10248,19257,.,.
FRATNP,2005,3,short,3,0,3689,199,98,109,375,588,602,782,1132,1808,3102,4561,6271,8645,12467,19557,32123,58941,151834,102279,213981,184882,316964,.,.
FRATNP,2005,3,short,3,1,84,12,5,2,5,6,11,21,50,83,90,80,94,146,215,355,644,1257,2947,2064,4054,3545,5857,.,.
FRATNP,2005,3,short,3,2,28,35,34,26,45,56,82,148,275,588,1314,2281,3358,4687,6352,8880,11889,16064,23414,20934,26523,25907,28703,.,.
FRATNP,2005,3,short,3,3,20,6,2,1,3,2,3,4,4,5,11,13,20,26,42,81,129,261,801,454,1237,1003,2067,.,.
FRATNP,2005,3,short,3,4,63,14,4,7,10,9,10,13,18,34,59,103,155,247,433,736,1351,2512,7207,4599,10478,8467,17593,.,.
FRATNP,2005,3,short,3,5,0,0,0,1,3,10,19,32,56,90,148,185,182,202,210,315,664,1765,8194,4313,13060,10436,22350,.,.
FRATNP,2005,3,short,3,6,166,16,7,9,23,24,29,31,49,61,86,117,161,234,409,796,1784,4250,9625,7398,12418,11577,15393,.,.
FRATNP,2005,3,short,3,7,60,7,3,5,12,14,24,43,86,174,325,496,733,1077,1848,3376,6542,14155,44960,27541,66804,56358,103774,.,.
FRATNP,2005,3,short,3,8,7,2,1,2,2,7,6,16,30,61,85,131,196,296,566,1125,2344,5149,13802,9705,18940,17135,25328,.,.
FRATNP,2005,3,short,3,9,4,1,0,1,1,1,5,8,13,20,39,59,96,158,243,426,769,1517,4222,2773,6038,5159,9151,.,.
FRATNP,2005,3,short,3,10,37,5,1,1,1,2,3,8,8,12,21,33,52,91,156,304,706,1911,9142,4611,14823,11619,26163,.,.
FRATNP,2005,3,short,3,11,14,2,1,2,4,7,8,9,12,20,42,78,126,234,414,849,1524,2766,6786,4660,9452,8148,14067,.,.
FRATNP,2005,3,short,3,12,44,6,2,3,2,7,6,22,56,133,251,362,459,547,682,931,1351,2415,5999,3967,8547,7348,12790,.,.
FRATNP,2005,3,short,3,13,0,1,0,1,2,1,2,3,4,5,10,14,24,43,78,152,344,746,2466,1518,3654,2935,6202,.,.
FRATNP,2005,3,short,3,14,6,1,0,0,1,1,5,6,7,6,16,20,40,57,114,273,553,1221,3777,2551,5313,4591,7869,.,.
FRATNP,2005,3,short,3,15,3057,24,5,6,10,11,10,11,12,12,15,21,27,22,17,27,25,38,41,29,56,56,53,.,.
FRATNP,2005,3,short,3,16,100,68,32,43,252,429,380,407,454,505,589,568,546,578,685,931,1504,2915,8454,5162,12582,10597,19605,.,.
FRATNP,2006,3,short,3,0,3821,201,91,116,355,533,572,742,1113,1757,2966,4579,6193,8496,12119,18611,30721,55745,138260,94953,209992,180783,297587,.,.
FRATNP,2006,3,short,3,1,66,12,4,3,6,9,8,16,46,81,79,89,99,149,206,330,617,1166,2817,1995,4179,3771,5404,.,.
FRATNP,2006,3,short,3,2,40,31,30,25,37,56,81,133,284,568,1237,2273,3353,4640,6337,8641,11622,15880,22347,19944,26327,25724,28134,.,.
FRATNP,2006,3,short,3,3,27,9,3,3,2,3,1,5,3,8,10,14,21,27,39,69,124,243,786,476,1299,1019,2138,.,.
