country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
FRATNP,2006,3,short,3,4,105,13,6,5,7,11,11,16,17,32,66,102,149,233,388,710,1248,2336,6615,4246,10539,8569,16446,.,.
FRATNP,2006,3,short,3,5,0,0,0,1,3,9,17,33,54,89,127,180,166,174,197,295,633,1686,7251,3889,12820,10248,20532,.,.
FRATNP,2006,3,short,3,6,160,18,10,10,22,25,29,33,51,67,95,122,169,245,391,820,1787,4037,9501,7397,12987,12136,15538,.,.
FRATNP,2006,3,short,3,7,39,10,2,6,15,15,22,45,80,168,303,491,711,1051,1734,3107,6079,13264,41226,25791,66792,55859,99579,.,.
FRATNP,2006,3,short,3,8,1,2,1,1,2,7,6,15,30,49,89,143,190,299,514,1042,2244,4771,12334,8589,18536,16370,25033,.,.
FRATNP,2006,3,short,3,9,3,0,1,0,1,2,3,5,14,21,40,52,91,150,244,402,759,1427,3734,2442,5874,5025,8419,.,.
FRATNP,2006,3,short,3,10,17,4,1,1,2,4,3,4,10,14,22,36,42,69,115,242,620,1486,6486,3346,11689,9091,19481,.,.
FRATNP,2006,3,short,3,11,19,3,1,2,5,6,5,5,13,16,42,76,115,209,392,733,1374,2540,5984,4181,8971,7704,12770,.,.
FRATNP,2006,3,short,3,12,30,5,2,3,3,6,9,17,49,127,245,366,462,557,656,890,1306,2240,5754,4041,8592,7387,12205,.,.
FRATNP,2006,3,short,3,13,1,1,1,1,1,3,3,2,3,6,7,14,24,40,76,163,302,738,2285,1348,3837,3057,6177,.,.
FRATNP,2006,3,short,3,14,1,1,0,1,1,2,6,5,9,7,10,20,32,66,124,220,550,1228,3482,2375,5316,4666,7267,.,.
FRATNP,2006,3,short,3,15,3189,29,7,9,9,9,8,12,11,10,16,23,24,22,21,16,26,29,44,45,42,53,10,.,.
FRATNP,2006,3,short,3,16,122,63,24,47,238,365,359,395,440,495,578,578,546,564,686,930,1429,2674,7613,4848,12192,10104,18454,.,.
FRATNP,2007,3,short,3,0,3682,196,90,104,328,533,597,695,1057,1690,2852,4437,6196,8395,11886,18013,29972,54694,134356,95225,214178,181764,296953,.,.
FRATNP,2007,3,short,3,1,69,10,3,3,4,5,10,16,31,74,82,88,106,129,201,333,634,1159,2713,1959,4251,3684,5701,.,.
FRATNP,2007,3,short,3,2,41,29,29,27,37,64,86,134,249,527,1170,2193,3314,4621,6259,8442,11335,15890,22108,20185,26030,25567,27211,.,.
FRATNP,2007,3,short,3,3,20,9,1,2,3,2,4,3,5,6,9,9,17,27,41,62,119,239,746,458,1332,1044,2068,.,.
FRATNP,2007,3,short,3,4,84,14,5,7,7,10,9,11,19,37,60,99,159,250,372,654,1218,2263,6277,4135,10647,8735,15531,.,.
FRATNP,2007,3,short,3,5,0,0,1,0,2,9,20,30,51,92,128,170,187,186,207,313,658,1659,6882,3882,13001,10073,20479,.,.
FRATNP,2007,3,short,3,6,150,20,8,5,20,24,28,30,44,59,91,119,169,235,402,751,1788,4053,9948,7623,14692,13331,18167,.,.
FRATNP,2007,3,short,3,7,52,9,3,4,7,17,24,42,85,160,293,487,702,1040,1671,3001,5895,12659,39919,25720,68882,56418,100712,.,.
FRATNP,2007,3,short,3,8,11,0,1,1,3,5,11,11,27,53,84,125,182,270,499,996,2031,4489,11693,8585,18033,16099,22972,.,.
FRATNP,2007,3,short,3,9,3,0,0,0,1,2,4,5,9,12,33,51,91,143,239,369,683,1348,3682,2538,6014,4984,8643,.,.
FRATNP,2007,3,short,3,10,25,8,1,1,2,2,3,4,10,14,26,33,49,78,130,245,605,1573,6446,3478,12499,9410,20389,.,.
FRATNP,2007,3,short,3,11,15,4,2,1,3,5,7,5,13,19,42,75,131,206,389,723,1427,2613,5767,4193,8976,7587,12524,.,.
FRATNP,2007,3,short,3,12,49,2,1,0,2,3,11,21,53,119,236,361,458,545,625,875,1335,2221,5251,3756,8300,7062,11461,.,.
FRATNP,2007,3,short,3,13,0,1,1,2,2,1,2,2,5,4,11,12,19,34,68,123,300,656,2143,1394,3672,3023,5329,.,.
FRATNP,2007,3,short,3,14,3,1,0,0,0,3,6,7,7,7,12,24,35,63,121,241,521,1190,3397,2371,5489,4631,7681,.,.
FRATNP,2007,3,short,3,15,3069,29,5,6,10,11,14,11,13,9,15,19,26,26,17,19,29,27,47,54,33,28,47,.,.
FRATNP,2007,3,short,3,16,90,59,29,43,225,370,359,362,436,498,559,570,551,541,647,868,1394,2653,7338,4893,12325,10088,18038,.,.
FRATNP,2008,3,short,3,0,3728,198,84,102,312,525,585,699,1040,1678,2770,4380,6133,8350,11691,17845,29856,54336,133174,96552,219187,181239,303609,.,.
FRATNP,2008,3,short,3,1,66,14,3,3,3,8,6,18,34,68,91,91,98,148,189,340,651,1223,2925,2206,4615,3963,6065,.,.
FRATNP,2008,3,short,3,2,28,34,25,25,43,53,84,129,263,533,1135,2133,3247,4580,6178,8357,11491,15713,22082,20377,26087,25260,27926,.,.
FRATNP,2008,3,short,3,3,17,8,2,2,2,4,3,3,4,6,9,14,18,21,42,70,118,250,702,436,1326,1063,1912,.,.
FRATNP,2008,3,short,3,4,89,11,4,3,5,10,11,12,19,33,53,100,168,232,387,673,1225,2272,6317,4293,11069,8531,16714,.,.
FRATNP,2008,3,short,3,5,0,0,0,1,1,10,22,33,51,90,136,169,198,195,203,298,638,1688,6760,3955,13348,10182,20389,.,.
FRATNP,2008,3,short,3,6,154,20,9,9,17,20,22,32,42,54,83,118,161,244,390,801,1796,4274,10537,8200,16025,14059,20399,.,.
FRATNP,2008,3,short,3,7,68,11,3,4,11,19,25,45,92,162,294,448,695,1018,1590,2840,5767,12260,38932,25816,69737,55744,100868,.,.
FRATNP,2008,3,short,3,8,13,2,0,2,4,6,11,18,27,53,83,127,177,260,477,1000,2023,4384,11281,8240,18424,15866,24116,.,.
FRATNP,2008,3,short,3,9,3,0,0,0,1,2,4,5,11,21,31,64,94,143,221,366,667,1251,3554,2505,6017,5002,8275,.,.
FRATNP,2008,3,short,3,10,18,4,1,2,0,4,4,7,9,16,22,36,48,74,134,255,583,1563,6213,3579,12399,9033,19887,.,.
FRATNP,2008,3,short,3,11,6,4,1,2,3,4,6,11,12,19,37,75,130,201,391,698,1370,2641,5746,4252,9254,7780,12533,.,.
FRATNP,2008,3,short,3,12,15,5,1,2,3,6,8,19,45,112,226,362,452,565,630,847,1289,2284,5318,3927,8584,7146,11784,.,.
FRATNP,2008,3,short,3,13,3,0,1,1,1,1,1,4,4,4,8,15,29,38,66,153,294,620,2126,1404,3823,2804,6091,.,.
FRATNP,2008,3,short,3,14,4,1,0,0,1,3,4,5,7,9,11,28,37,59,125,249,534,1213,3441,2395,5897,4814,8307,.,.
FRATNP,2008,3,short,3,15,3156,24,7,7,8,10,9,11,8,12,13,17,25,26,17,18,17,31,39,40,37,26,62,.,.
FRATNP,2008,3,short,3,16,88,60,26,39,207,366,365,348,411,485,536,584,556,547,651,880,1395,2667,7202,4927,12544,9965,18281,.,.
FRATNP,2009,3,short,3,0,3787,188,90,107,328,513,582,704,1053,1696,2681,4336,6278,8193,11564,17310,28954,52828,131985,98946,217820,175948,301964,.,.
FRATNP,2009,3,short,3,1,53,13,4,3,5,5,10,15,28,54,80,82,110,136,193,333,633,1243,3033,2388,4709,3953,6226,.,.
FRATNP,2009,3,short,3,2,46,33,27,28,35,53,89,139,269,533,1103,2151,3350,4472,6152,8217,11251,15492,22358,20800,26407,25597,28033,.,.
FRATNP,2009,3,short,3,3,23,6,4,2,3,3,3,2,5,7,9,17,20,26,34,59,116,224,735,482,1390,1005,2165,.,.
FRATNP,2009,3,short,3,4,91,10,5,5,6,9,10,11,18,30,52,91,150,229,381,632,1202,2217,6284,4339,11338,8513,17015,.,.
FRATNP,2009,3,short,3,5,0,0,1,0,5,9,18,29,58,96,127,174,186,185,208,300,619,1571,6705,4126,13403,10057,20128,.,.
FRATNP,2009,3,short,3,6,150,19,10,9,20,27,24,28,44,64,84,109,173,238,385,786,1738,4135,10799,8644,16398,14222,20772,.,.
FRATNP,2009,3,short,3,7,51,10,3,4,8,16,22,53,76,169,279,443,698,988,1554,2661,5405,11814,37542,25939,67687,51637,99939,.,.
FRATNP,2009,3,short,3,8,9,1,1,1,5,6,7,16,23,47,75,125,169,280,480,924,1949,4175,11003,8316,17982,15141,23690,.,.
FRATNP,2009,3,short,3,9,1,0,0,1,1,1,4,6,8,16,27,47,87,129,215,341,606,1212,3279,2401,5558,4385,7915,.,.
FRATNP,2009,3,short,3,10,28,4,2,2,2,3,4,7,10,16,26,44,66,87,140,274,614,1586,6465,3844,13275,9530,20800,.,.
FRATNP,2009,3,short,3,11,16,5,0,1,3,5,7,8,11,21,36,75,123,205,368,690,1324,2495,5783,4408,9357,7737,12613,.,.
FRATNP,2009,3,short,3,12,29,4,1,1,3,5,11,18,53,120,202,345,469,545,609,832,1295,2178,5182,3931,8431,6874,11561,.,.
FRATNP,2009,3,short,3,13,0,0,1,1,2,1,1,2,5,5,6,13,24,40,67,146,314,649,1995,1403,3534,2703,5204,.,.
FRATNP,2009,3,short,3,14,0,1,1,0,0,1,7,11,8,9,11,18,34,67,120,224,511,1183,3549,2659,5860,4808,7974,.,.
FRATNP,2009,3,short,3,15,3192,22,5,7,7,8,8,11,8,11,17,19,31,26,21,20,17,23,49,47,56,59,50,.,.
FRATNP,2009,3,short,3,16,97,59,25,41,224,358,356,348,429,497,548,583,588,539,636,872,1362,2632,7224,5218,12436,9727,17880,.,.
FRATNP,2010,3,short,3,0,3597,170,86,97,310,485,566,678,1024,1601,2607,4252,6150,8247,11481,16876,28306,51551,129003,96788,206403,166173,299091,.,.
FRATNP,2010,3,short,3,1,48,10,3,2,6,4,8,13,25,44,68,89,111,127,205,326,600,1202,3031,2363,4634,3958,6191,.,.
FRATNP,2010,3,short,3,2,34,27,31,25,42,53,87,139,253,508,1039,2073,3305,4483,6226,8088,11100,15374,22035,20421,25914,24753,28587,.,.
FRATNP,2010,3,short,3,3,13,6,3,4,4,3,3,3,5,5,10,10,17,24,36,65,127,216,724,466,1346,890,2397,.,.
FRATNP,2010,3,short,3,4,102,11,4,6,6,5,11,9,22,30,55,94,151,239,343,606,1155,2154,6076,4190,10609,7961,16712,.,.
FRATNP,2010,3,short,3,5,0,0,0,1,3,9,28,32,50,85,124,172,189,196,213,311,621,1597,6614,4086,12689,9224,20672,.,.
FRATNP,2010,3,short,3,6,150,17,10,9,17,21,23,26,38,63,82,128,169,248,381,775,1749,4096,10975,8777,16258,14149,21117,.,.
FRATNP,2010,3,short,3,7,45,6,2,3,8,15,22,40,81,150,272,436,650,986,1470,2541,5179,11323,36545,25141,63944,48583,99333,.,.
FRATNP,2010,3,short,3,8,4,0,1,3,2,6,8,14,25,47,77,117,179,266,456,866,1855,4019,10830,8218,17105,14441,23245,.,.
FRATNP,2010,3,short,3,9,1,0,0,0,2,3,3,5,7,20,28,53,93,132,207,310,561,1125,3217,2350,5300,4161,7926,.,.
FRATNP,2010,3,short,3,10,20,6,0,0,1,2,4,6,6,10,17,30,53,82,131,243,536,1351,5398,3319,10394,7248,17641,.,.
FRATNP,2010,3,short,3,11,10,3,1,1,4,6,6,8,14,20,43,76,129,222,365,682,1322,2419,5615,4376,8592,7038,12172,.,.
FRATNP,2010,3,short,3,12,22,4,1,2,3,5,6,18,49,106,203,335,446,563,613,801,1269,2150,5152,3920,8112,6635,11513,.,.
FRATNP,2010,3,short,3,13,0,0,0,1,1,1,1,2,2,6,9,13,20,44,65,137,277,618,1874,1267,3332,2542,5152,.,.
FRATNP,2010,3,short,3,14,3,1,0,0,0,2,9,8,8,7,10,19,43,60,123,243,518,1238,3651,2700,5935,4868,8395,.,.
FRATNP,2010,3,short,3,15,3063,26,7,5,7,8,10,9,13,10,19,16,22,29,19,16,19,25,32,32,31,37,17,.,.
FRATNP,2010,3,short,3,16,83,54,23,37,205,342,336,346,424,490,550,593,573,548,626,865,1418,2644,7233,5163,12207,9685,18019,.,.
FRATNP,2011,3,short,3,0,3370,162,84,94,293,487,559,653,987,1551,2508,4133,6034,8127,11007,16516,27115,48826,124877,93002,192158,158099,300406,.,.
FRATNP,2011,3,short,3,1,61,9,1,3,5,7,8,15,18,37,72,85,110,140,207,332,624,1250,3146,2382,4758,4016,7119,.,.
FRATNP,2011,3,short,3,2,30,31,31,21,39,59,85,130,248,492,1022,2004,3204,4445,5983,8015,10891,14894,21885,20129,25591,24410,29345,.,.
FRATNP,2011,3,short,3,3,11,5,2,2,3,1,5,5,5,6,9,13,16,29,39,46,95,211,684,464,1147,900,1932,.,.
FRATNP,2011,3,short,3,4,70,12,6,4,9,10,12,15,16,31,54,93,156,238,362,559,1040,2026,5488,3849,8948,6994,15161,.,.
FRATNP,2011,3,short,3,5,0,0,0,0,1,6,11,20,46,81,113,153,196,190,200,304,636,1671,7163,4396,13006,9673,23598,.,.
FRATNP,2011,3,short,3,6,145,14,8,12,18,22,23,29,42,54,82,119,160,251,377,780,1743,3938,11151,8662,16405,14538,22340,.,.
FRATNP,2011,3,short,3,7,51,7,3,3,8,13,28,40,76,151,241,412,646,942,1366,2442,4741,10278,34517,23338,58114,45624,97814,.,.
FRATNP,2011,3,short,3,8,6,1,2,2,4,3,5,12,29,39,75,121,169,263,422,837,1780,3873,10498,8000,15770,13573,22751,.,.
FRATNP,2011,3,short,3,9,3,0,0,0,1,2,2,6,7,15,25,48,83,123,186,293,490,928,2616,1899,4130,3344,6626,.,.
FRATNP,2011,3,short,3,10,17,6,1,1,1,3,4,7,11,13,23,38,53,76,119,226,503,1272,5331,3175,9881,7009,19006,.,.
FRATNP,2011,3,short,3,11,3,1,0,2,2,7,7,9,16,23,36,78,151,237,375,737,1375,2513,6098,4653,9150,7412,14674,.,.
FRATNP,2011,3,short,3,12,13,0,1,1,1,6,9,19,41,100,189,331,430,530,581,754,1158,1992,4768,3644,7141,6107,10427,.,.
FRATNP,2011,3,short,3,13,0,0,1,1,1,1,2,2,2,4,9,14,24,36,69,118,266,550,1600,1154,2542,1911,4546,.,.
FRATNP,2011,3,short,3,14,3,1,0,0,0,3,4,5,4,7,10,16,25,49,87,199,435,974,3023,2246,4661,3925,7001,.,.
FRATNP,2011,3,short,3,15,2861,22,4,7,7,10,6,11,13,12,14,19,27,28,21,17,17,22,38,34,46,49,37,.,.
FRATNP,2011,3,short,3,16,95,52,24,36,190,334,347,327,414,486,535,592,586,550,614,853,1322,2435,6871,4977,10867,8614,18028,.,.
FRATNP,2012,3,short,3,0,3478,170,76,93,274,455,522,624,909,1479,2458,3991,6008,8219,11107,16451,27270,49692,131310,96263,198888,166794,328000,.,.
FRATNP,2012,3,short,3,1,49,14,2,2,2,4,6,12,24,32,66,89,111,139,210,332,627,1205,3224,2418,4779,4153,7297,.,.
FRATNP,2012,3,short,3,2,27,25,25,25,35,45,79,130,246,477,986,1950,3196,4519,5982,8061,10906,15056,22292,20501,25744,24831,29419,.,.
FRATNP,2012,3,short,3,3,10,8,2,2,2,3,3,2,3,6,6,11,16,22,28,48,93,188,668,416,1155,943,2006,.,.
FRATNP,2012,3,short,3,4,93,18,5,4,7,10,11,14,20,34,47,92,162,239,369,557,1062,2065,5866,3974,9514,7635,17073,.,.
FRATNP,2012,3,short,3,5,0,0,0,1,3,7,15,22,39,81,115,154,184,190,207,326,706,1868,8209,5090,14223,11155,26564,.,.
FRATNP,2012,3,short,3,6,116,19,8,9,16,22,27,32,39,52,82,122,179,264,402,798,1808,4162,12084,9153,17736,15539,26573,.,.
FRATNP,2012,3,short,3,7,29,5,2,3,7,15,24,38,76,142,239,412,643,921,1374,2342,4734,10318,35206,23583,57618,46232,103424,.,.
FRATNP,2012,3,short,3,8,3,2,2,1,4,3,8,11,24,44,82,109,171,266,441,797,1716,3775,10786,7910,16330,14185,24961,.,.
FRATNP,2012,3,short,3,9,3,0,0,0,1,2,1,2,7,15,26,39,68,116,177,276,473,903,2634,1843,4159,3386,7270,.,.
FRATNP,2012,3,short,3,10,10,3,1,0,2,2,4,4,7,12,17,23,47,77,114,244,569,1465,6687,3955,11955,8758,24818,.,.
FRATNP,2012,3,short,3,11,0,4,1,2,3,3,4,4,7,17,39,75,145,254,394,719,1418,2652,6617,5019,9700,8139,15981,.,.
FRATNP,2012,3,short,3,12,3,1,1,1,1,4,4,18,39,92,179,305,437,549,598,788,1137,1954,4873,3706,7124,6069,11368,.,.
FRATNP,2012,3,short,3,13,0,0,1,1,1,1,1,2,5,6,9,16,28,43,77,151,273,560,1732,1182,2793,2280,4856,.,.
FRATNP,2012,3,short,3,14,1,0,0,0,0,2,5,7,5,7,13,12,31,56,89,183,417,1022,3196,2269,4983,4203,8119,.,.
FRATNP,2012,3,short,3,15,3029,19,4,6,7,9,10,8,9,11,17,18,28,34,24,20,18,24,42,38,49,51,39,.,.
FRATNP,2012,3,short,3,16,105,52,24,37,184,322,320,316,359,451,533,565,562,530,623,811,1313,2475,7193,5206,11025,9234,18232,.,.
FRATNP,2013,3,short,3,0,3607,171,90,89,242,427,493,619,900,1448,2391,3818,5848,8155,11021,16382,26252,47952,128407,93463,192078,166072,312773,.,.
FRATNP,2013,3,short,3,1,38,11,2,2,5,4,7,12,17,33,62,77,89,132,173,297,535,1121,3023,2272,4391,3883,6752,.,.
FRATNP,2013,3,short,3,2,21,31,31,22,30,45,79,137,243,469,970,1852,3173,4478,5999,8057,10600,14695,22282,20272,25944,25222,29295,.,.
FRATNP,2013,3,short,3,3,12,6,2,1,1,2,3,2,3,3,7,10,15,19,30,47,101,185,658,420,1092,895,2005,.,.
FRATNP,2013,3,short,3,4,89,12,4,6,4,8,10,9,23,26,61,94,142,239,336,594,1013,2007,5860,4033,9189,7704,16079,.,.
FRATNP,2013,3,short,3,5,0,0,0,0,2,6,14,21,38,67,115,149,170,209,219,341,723,1883,8303,5104,14130,11401,26795,.,.
FRATNP,2013,3,short,3,6,142,21,10,10,14,22,21,29,36,58,74,131,166,247,387,768,1758,4022,11646,8938,16580,15081,23537,.,.
FRATNP,2013,3,short,3,7,33,7,2,2,10,12,26,31,74,140,241,386,619,918,1357,2328,4484,9766,34340,22633,55674,46317,99098,.,.
FRATNP,2013,3,short,3,8,2,3,1,2,3,2,6,15,22,44,72,109,170,260,427,806,1657,3588,10344,7567,15405,13684,23389,.,.
FRATNP,2013,3,short,3,9,2,0,0,0,1,0,3,3,6,16,18,38,74,111,165,251,419,866,2643,1874,4044,3467,6719,.,.
FRATNP,2013,3,short,3,10,24,2,2,1,3,3,5,3,7,9,20,31,52,85,124,232,560,1385,6137,3568,10818,8406,22012,.,.
FRATNP,2013,3,short,3,11,5,2,1,2,3,4,6,7,8,23,32,72,141,257,386,704,1350,2499,6322,4727,9230,7918,15316,.,.
FRATNP,2013,3,short,3,12,9,2,1,2,4,5,12,17,37,83,165,283,408,516,605,787,1099,1951,4868,3692,7010,6111,11185,.,.
FRATNP,2013,3,short,3,13,0,1,1,1,1,2,2,3,3,8,12,15,30,41,75,131,287,613,1707,1178,2673,2237,4693,.,.
FRATNP,2013,3,short,3,14,0,0,0,0,0,1,3,6,6,7,9,14,28,50,104,194,407,997,3155,2201,4893,4317,7568,.,.
FRATNP,2013,3,short,3,15,3134,25,7,7,6,10,10,10,10,13,18,24,32,37,24,21,23,26,44,43,46,42,63,.,.
FRATNP,2013,3,short,3,16,97,48,25,30,156,301,287,313,367,450,514,533,538,556,609,824,1236,2350,7075,4942,10961,9386,18268,.,.
FRATNP,2014,3,short,3,0,3486,159,81,84,231,391,501,611,880,1360,2303,3641,5607,8007,10706,15612,25150,45835,122336,88387,181369,159447,291265,.,.
FRATNP,2014,3,short,3,1,31,10,3,1,5,5,8,7,18,30,49,71,84,119,172,260,488,1016,2852,2146,4079,3792,5517,.,.
FRATNP,2014,3,short,3,2,29,28,30,25,29,56,88,129,262,468,953,1810,3079,4508,5883,7876,10468,14731,22072,19973,25721,25048,29098,.,.
FRATNP,2014,3,short,3,3,18,6,1,1,1,3,4,3,3,4,8,6,11,20,22,42,88,176,637,427,1003,854,1750,.,.
FRATNP,2014,3,short,3,4,78,12,6,4,6,8,9,13,17,30,53,70,144,223,335,560,956,1868,5343,3649,8289,6839,15559,.,.
FRATNP,2014,3,short,3,5,0,1,0,1,1,4,12,21,41,61,103,133,170,188,200,296,674,1797,8111,5011,13503,11246,24816,.,.
FRATNP,2014,3,short,3,6,141,15,11,8,13,17,26,27,36,54,79,109,159,257,398,722,1648,3746,10870,8086,15712,14521,21686,.,.
FRATNP,2014,3,short,3,7,38,9,3,1,9,18,20,40,67,122,239,357,597,900,1323,2146,4124,9124,32729,21265,52663,44638,92895,.,.
FRATNP,2014,3,short,3,8,7,2,2,2,1,4,7,14,20,44,70,110,162,235,398,723,1536,3276,9841,7107,14597,13102,22093,.,.
FRATNP,2014,3,short,3,9,3,0,0,0,0,2,4,4,7,13,19,35,74,106,164,256,401,824,2426,1686,3714,3282,5879,.,.
FRATNP,2014,3,short,3,10,19,3,0,0,1,1,2,3,6,10,18,26,42,76,111,191,461,1181,5202,3039,8963,7057,18517,.,.
FRATNP,2014,3,short,3,11,7,2,2,1,3,5,5,7,10,19,33,70,131,236,381,717,1243,2448,5946,4418,8603,7599,13638,.,.
FRATNP,2014,3,short,3,12,6,2,1,1,1,4,9,15,40,73,160,285,374,505,577,734,1125,1871,4693,3407,6929,6122,10975,.,.
FRATNP,2014,3,short,3,13,0,0,0,1,0,1,2,3,3,4,12,15,23,38,64,116,269,546,1620,1156,2426,2109,4020,.,.
FRATNP,2014,3,short,3,14,1,0,0,0,0,1,4,5,8,6,9,19,29,52,89,190,413,964,3163,2244,4761,4201,7567,.,.
FRATNP,2014,3,short,3,15,3020,19,7,6,5,5,6,13,12,13,14,19,30,33,27,18,15,28,36,31,46,51,21,.,.
FRATNP,2014,3,short,3,16,88,51,15,32,154,260,295,307,329,411,484,506,498,512,563,766,1241,2239,6793,4742,10359,8988,17235,.,.
FRATNP,2015,3,short,3,0,3635,164,80,94,262,405,483,616,870,1397,2308,3610,5691,8069,10897,16020,25884,47447,130785,91981,196170,172125,301519,.,.
FRATNP,2015,3,short,3,1,59,8,1,1,3,6,5,11,14,25,47,71,87,114,163,260,514,1068,3099,2233,4560,4142,6394,.,.
FRATNP,2015,3,short,3,2,25,30,31,26,35,54,79,146,255,466,933,1733,3063,4427,5895,7966,10539,14723,22421,20238,26098,25416,29086,.,.
FRATNP,2015,3,short,3,3,16,5,3,1,3,3,3,4,2,3,7,10,15,17,26,49,82,186,673,407,1122,934,1943,.,.
FRATNP,2015,3,short,3,4,66,10,5,5,5,8,9,15,19,33,54,89,155,218,354,576,996,2051,5977,4006,9299,7749,16090,.,.
FRATNP,2015,3,short,3,5,0,1,0,0,1,4,12,25,43,63,98,137,170,193,223,317,779,2041,9068,5338,15353,13054,25423,.,.
FRATNP,2015,3,short,3,6,122,18,6,9,13,23,20,28,37,52,88,114,177,252,425,795,1776,3908,11825,8481,17459,15818,24651,.,.
FRATNP,2015,3,short,3,7,49,6,4,4,8,15,16,39,61,140,230,393,582,934,1330,2205,4201,9239,33865,21461,54766,46323,91756,.,.
FRATNP,2015,3,short,3,8,16,2,1,1,3,4,9,10,21,39,76,104,166,247,361,720,1481,3334,9875,6962,14783,13265,21434,.,.
FRATNP,2015,3,short,3,9,6,1,0,1,0,2,2,2,6,15,25,31,73,105,170,262,388,835,2483,1679,3839,3351,5977,.,.
FRATNP,2015,3,short,3,10,22,5,1,2,1,2,3,4,7,9,18,23,55,85,134,245,566,1476,6811,3892,11730,9489,21552,.,.
FRATNP,2015,3,short,3,11,10,3,1,1,5,4,7,7,11,18,36,75,146,265,415,744,1374,2618,6965,5013,10253,8923,16080,.,.
FRATNP,2015,3,short,3,12,44,2,1,1,2,3,10,16,35,85,155,257,389,539,598,711,1134,1876,4978,3616,7274,6541,10485,.,.
FRATNP,2015,3,short,3,13,0,1,1,1,1,1,3,2,4,8,14,21,30,47,76,136,253,551,1687,1162,2571,2186,4254,.,.
FRATNP,2015,3,short,3,14,7,1,0,0,1,1,2,6,7,7,10,17,28,54,93,192,430,1027,3427,2284,5353,4789,7826,.,.
FRATNP,2015,3,short,3,15,3115,23,6,7,8,10,8,9,12,13,15,25,31,36,27,25,27,35,58,49,73,70,88,.,.
FRATNP,2015,3,short,3,16,78,49,20,33,172,265,296,293,336,421,502,508,523,536,609,816,1343,2479,7572,5160,11637,10075,18478,.,.
